delivery_id,order_id,distance_km,traffic_level,estimated_time_min,actual_time_min,delivery_status
DEL0017663,ORD0017663,41.83,MEDIUM,71.71,94.37,DELAYED
DEL0017664,ORD0017664,13.35,MEDIUM,22.89,26.43,DELAYED
DEL0017665,ORD0017665,67.31,LOW,115.39,103.74,ON_TIME
DEL0017666,ORD0017666,43.89,MEDIUM,75.24,93.3,DELAYED
DEL0017667,ORD0017667,118.95,MEDIUM,203.91,230.55,ON_TIME
DEL0017668,ORD0017668,12.62,MEDIUM,21.63,25.75,DELAYED
DEL0017669,ORD0017669,17.07,SEVERE,29.26,76.39,SEVERELY_DELAYED
DEL0017670,ORD0017670,64.69,LOW,110.9,123.66,ON_TIME
DEL0017671,ORD0017671,36.54,MEDIUM,62.64,86.66,DELAYED
DEL0017672,ORD0017672,50.98,HIGH,87.39,148.49,SEVERELY_DELAYED
DEL0017673,ORD0017673,20.0,MEDIUM,34.29,49.35,DELAYED
DEL0017674,ORD0017674,84.24,HIGH,144.41,231.39,SEVERELY_DELAYED
DEL0017675,ORD0017675,82.95,MEDIUM,142.2,196.9,DELAYED
DEL0017676,ORD0017676,68.95,LOW,118.2,110.58,ON_TIME
DEL0017677,ORD0017677,58.38,MEDIUM,100.08,119.72,DELAYED
DEL0017678,ORD0017678,20.02,LOW,34.32,39.49,DELAYED
DEL0017679,ORD0017679,38.4,SEVERE,65.83,142.82,SEVERELY_DELAYED
DEL0017680,ORD0017680,42.34,HIGH,72.58,116.41,SEVERELY_DELAYED
DEL0017681,ORD0017681,17.42,MEDIUM,29.86,38.91,DELAYED
DEL0017682,ORD0017682,83.48,MEDIUM,143.11,165.01,DELAYED
DEL0017683,ORD0017683,93.81,HIGH,160.82,236.6,DELAYED
DEL0017684,ORD0017684,39.99,SEVERE,68.55,154.9,SEVERELY_DELAYED
DEL0017685,ORD0017685,106.03,LOW,181.77,207.62,ON_TIME
DEL0017686,ORD0017686,34.22,HIGH,58.66,107.86,SEVERELY_DELAYED
DEL0017687,ORD0017687,45.32,LOW,77.69,84.93,ON_TIME
DEL0017688,ORD0017688,39.13,HIGH,67.08,99.72,DELAYED
DEL0017689,ORD0017689,49.92,HIGH,85.58,141.79,SEVERELY_DELAYED
DEL0017690,ORD0017690,47.16,HIGH,80.85,127.34,SEVERELY_DELAYED
DEL0017691,ORD0017691,56.47,HIGH,96.81,176.35,SEVERELY_DELAYED
DEL0017692,ORD0017692,7.0,HIGH,12.0,20.73,SEVERELY_DELAYED
DEL0017693,ORD0017693,21.68,HIGH,37.17,52.06,DELAYED
DEL0017694,ORD0017694,120.96,HIGH,207.36,379.33,SEVERELY_DELAYED
DEL0017695,ORD0017695,60.87,MEDIUM,104.35,131.3,DELAYED
DEL0017696,ORD0017696,36.77,LOW,63.03,75.03,DELAYED
DEL0017697,ORD0017697,35.77,LOW,61.32,71.8,DELAYED
DEL0017698,ORD0017698,71.52,MEDIUM,122.61,163.17,DELAYED
DEL0017699,ORD0017699,56.43,MEDIUM,96.74,142.51,DELAYED
DEL0017700,ORD0017700,94.5,HIGH,162.0,229.17,DELAYED
DEL0017701,ORD0017701,20.08,LOW,34.42,34.4,ON_TIME
DEL0017702,ORD0017702,53.0,LOW,90.86,97.44,ON_TIME
DEL0017703,ORD0017703,29.42,SEVERE,50.43,116.9,SEVERELY_DELAYED
DEL0017704,ORD0017704,36.04,HIGH,61.78,97.73,SEVERELY_DELAYED
DEL0017705,ORD0017705,116.17,HIGH,199.15,377.88,SEVERELY_DELAYED
DEL0017706,ORD0017706,75.78,MEDIUM,129.91,182.32,DELAYED
DEL0017707,ORD0017707,68.59,HIGH,117.58,189.6,SEVERELY_DELAYED
DEL0017708,ORD0017708,83.42,LOW,143.01,140.37,ON_TIME
DEL0017709,ORD0017709,80.32,MEDIUM,137.69,169.84,DELAYED
DEL0017710,ORD0017710,69.77,LOW,119.61,134.3,ON_TIME
DEL0017711,ORD0017711,22.89,MEDIUM,39.24,48.76,DELAYED
DEL0017712,ORD0017712,91.78,MEDIUM,157.34,215.3,DELAYED
DEL0017713,ORD0017713,29.59,MEDIUM,50.73,56.91,ON_TIME
DEL0017714,ORD0017714,16.36,HIGH,28.05,38.5,DELAYED
DEL0017715,ORD0017715,179.74,MEDIUM,308.13,441.57,DELAYED
DEL0017716,ORD0017716,125.82,SEVERE,215.69,407.95,SEVERELY_DELAYED
DEL0017717,ORD0017717,39.36,LOW,67.47,74.26,ON_TIME
DEL0017718,ORD0017718,78.38,SEVERE,134.37,347.5,SEVERELY_DELAYED
DEL0017719,ORD0017719,74.93,HIGH,128.45,234.17,SEVERELY_DELAYED
DEL0017720,ORD0017720,58.76,LOW,100.73,105.64,ON_TIME
DEL0017721,ORD0017721,29.43,HIGH,50.45,73.54,DELAYED
DEL0017722,ORD0017722,83.76,MEDIUM,143.59,164.41,ON_TIME
DEL0017723,ORD0017723,92.84,MEDIUM,159.15,192.27,DELAYED
DEL0017724,ORD0017724,93.55,HIGH,160.37,267.7,SEVERELY_DELAYED
DEL0017725,ORD0017725,52.79,MEDIUM,90.5,130.33,DELAYED
DEL0017726,ORD0017726,18.86,MEDIUM,32.33,37.59,DELAYED
DEL0017727,ORD0017727,55.96,MEDIUM,95.93,143.7,DELAYED
DEL0017728,ORD0017728,54.2,MEDIUM,92.91,135.31,DELAYED
DEL0017729,ORD0017729,20.69,MEDIUM,35.47,45.83,DELAYED
DEL0017730,ORD0017730,28.61,LOW,49.05,57.72,DELAYED
DEL0017731,ORD0017731,35.26,LOW,60.45,71.42,DELAYED
DEL0017732,ORD0017732,40.45,SEVERE,69.34,176.49,SEVERELY_DELAYED
DEL0017733,ORD0017733,86.89,MEDIUM,148.95,188.11,DELAYED
DEL0017734,ORD0017734,54.35,MEDIUM,93.17,127.8,DELAYED
DEL0017735,ORD0017735,49.32,SEVERE,84.55,159.61,SEVERELY_DELAYED
DEL0017736,ORD0017736,52.33,SEVERE,89.71,196.31,SEVERELY_DELAYED
DEL0017737,ORD0017737,35.25,SEVERE,60.43,146.03,SEVERELY_DELAYED
DEL0017738,ORD0017738,76.92,SEVERE,131.86,301.91,SEVERELY_DELAYED
DEL0017739,ORD0017739,73.5,LOW,126.0,136.35,ON_TIME
DEL0017740,ORD0017740,134.91,MEDIUM,231.27,253.07,ON_TIME
DEL0017741,ORD0017741,49.19,MEDIUM,84.33,100.11,DELAYED
DEL0017742,ORD0017742,64.77,MEDIUM,111.03,150.43,DELAYED
DEL0017743,ORD0017743,62.12,LOW,106.49,124.91,DELAYED
DEL0017744,ORD0017744,59.46,MEDIUM,101.93,151.88,DELAYED
DEL0017745,ORD0017745,88.05,MEDIUM,150.94,162.45,ON_TIME
DEL0017746,ORD0017746,122.4,MEDIUM,209.83,289.33,DELAYED
DEL0017747,ORD0017747,58.72,HIGH,100.66,164.39,SEVERELY_DELAYED
DEL0017748,ORD0017748,92.98,HIGH,159.39,287.22,SEVERELY_DELAYED
DEL0017749,ORD0017749,39.69,HIGH,68.04,107.94,SEVERELY_DELAYED
DEL0017750,ORD0017750,17.54,MEDIUM,30.07,43.59,DELAYED
DEL0017751,ORD0017751,20.7,SEVERE,35.49,68.55,SEVERELY_DELAYED
DEL0017752,ORD0017752,55.64,SEVERE,95.38,236.92,SEVERELY_DELAYED
DEL0017753,ORD0017753,48.0,MEDIUM,82.29,115.49,DELAYED
DEL0017754,ORD0017754,79.01,MEDIUM,135.45,180.07,DELAYED
DEL0017755,ORD0017755,64.1,HIGH,109.89,204.69,SEVERELY_DELAYED
DEL0017756,ORD0017756,56.99,MEDIUM,97.7,117.29,DELAYED
DEL0017757,ORD0017757,39.42,LOW,67.58,74.18,ON_TIME
DEL0017758,ORD0017758,69.86,MEDIUM,119.76,157.82,DELAYED
DEL0017759,ORD0017759,157.56,HIGH,270.1,496.3,SEVERELY_DELAYED
DEL0017760,ORD0017760,50.78,HIGH,87.05,139.63,SEVERELY_DELAYED
DEL0017761,ORD0017761,53.39,MEDIUM,91.53,136.27,DELAYED
DEL0017762,ORD0017762,106.05,HIGH,181.8,316.97,SEVERELY_DELAYED
DEL0017763,ORD0017763,10.9,MEDIUM,18.69,21.37,ON_TIME
DEL0017764,ORD0017764,34.45,HIGH,59.06,98.05,SEVERELY_DELAYED
DEL0017765,ORD0017765,34.5,MEDIUM,59.14,72.33,DELAYED
DEL0017766,ORD0017766,54.37,SEVERE,93.21,238.89,SEVERELY_DELAYED
DEL0017767,ORD0017767,29.99,HIGH,51.41,74.38,DELAYED
DEL0017768,ORD0017768,8.56,MEDIUM,14.67,18.18,DELAYED
DEL0017769,ORD0017769,120.56,LOW,206.67,241.97,DELAYED
DEL0017770,ORD0017770,43.35,MEDIUM,74.31,86.45,DELAYED
DEL0017771,ORD0017771,65.71,MEDIUM,112.65,151.88,DELAYED
DEL0017772,ORD0017772,72.55,MEDIUM,124.37,157.47,DELAYED
DEL0017773,ORD0017773,9.77,HIGH,16.75,23.56,DELAYED
DEL0017774,ORD0017774,22.97,HIGH,39.38,62.82,SEVERELY_DELAYED
DEL0017775,ORD0017775,30.79,HIGH,52.78,93.03,SEVERELY_DELAYED
DEL0017776,ORD0017776,82.61,SEVERE,141.62,279.18,SEVERELY_DELAYED
DEL0017777,ORD0017777,123.85,MEDIUM,212.31,228.21,ON_TIME
DEL0017778,ORD0017778,45.66,MEDIUM,78.27,87.59,ON_TIME
DEL0017779,ORD0017779,59.65,MEDIUM,102.26,131.77,DELAYED
DEL0017780,ORD0017780,24.91,LOW,42.7,43.43,ON_TIME
DEL0017781,ORD0017781,50.27,MEDIUM,86.18,105.6,DELAYED
DEL0017782,ORD0017782,106.67,MEDIUM,182.86,230.65,DELAYED
DEL0017783,ORD0017783,29.09,HIGH,49.87,82.3,SEVERELY_DELAYED
DEL0017784,ORD0017784,81.89,HIGH,140.38,217.52,SEVERELY_DELAYED
DEL0017785,ORD0017785,52.14,LOW,89.38,103.95,DELAYED
DEL0017786,ORD0017786,78.98,HIGH,135.39,246.55,SEVERELY_DELAYED
DEL0017787,ORD0017787,69.41,SEVERE,118.99,242.4,SEVERELY_DELAYED
DEL0017788,ORD0017788,40.83,LOW,69.99,75.22,ON_TIME
DEL0017789,ORD0017789,40.34,LOW,69.15,82.46,DELAYED
DEL0017790,ORD0017790,32.06,LOW,54.96,51.05,ON_TIME
DEL0017791,ORD0017791,8.89,MEDIUM,15.24,19.58,DELAYED
DEL0017792,ORD0017792,35.35,MEDIUM,60.6,80.63,DELAYED
DEL0017793,ORD0017793,54.48,MEDIUM,93.39,115.64,DELAYED
DEL0017794,ORD0017794,45.93,MEDIUM,78.74,110.21,DELAYED
DEL0017795,ORD0017795,38.53,MEDIUM,66.05,91.67,DELAYED
DEL0017796,ORD0017796,85.97,SEVERE,147.38,319.53,SEVERELY_DELAYED
DEL0017797,ORD0017797,25.84,HIGH,44.3,66.34,DELAYED
DEL0017798,ORD0017798,46.37,LOW,79.49,70.44,ON_TIME
DEL0017799,ORD0017799,7.86,MEDIUM,13.47,19.14,DELAYED
DEL0017800,ORD0017800,19.18,SEVERE,32.88,68.44,SEVERELY_DELAYED
DEL0017801,ORD0017801,18.84,HIGH,32.3,44.65,DELAYED
DEL0017802,ORD0017802,54.41,LOW,93.27,111.49,DELAYED
DEL0017803,ORD0017803,54.7,LOW,93.77,93.5,ON_TIME
DEL0017804,ORD0017804,82.27,MEDIUM,141.03,155.75,ON_TIME
DEL0017805,ORD0017805,86.19,MEDIUM,147.75,210.71,DELAYED
DEL0017806,ORD0017806,16.21,MEDIUM,27.79,36.5,DELAYED
DEL0017807,ORD0017807,61.14,LOW,104.81,108.27,ON_TIME
DEL0017808,ORD0017808,55.74,LOW,95.55,91.16,ON_TIME
DEL0017809,ORD0017809,14.62,MEDIUM,25.06,37.02,DELAYED
DEL0017810,ORD0017810,113.91,MEDIUM,195.27,232.39,DELAYED
DEL0017811,ORD0017811,34.18,HIGH,58.59,108.48,SEVERELY_DELAYED
DEL0017812,ORD0017812,34.53,MEDIUM,59.19,83.27,DELAYED
DEL0017813,ORD0017813,80.71,LOW,138.36,118.5,ON_TIME
DEL0017814,ORD0017814,32.12,HIGH,55.06,94.45,SEVERELY_DELAYED
DEL0017815,ORD0017815,94.04,HIGH,161.21,270.5,SEVERELY_DELAYED
DEL0017816,ORD0017816,45.49,HIGH,77.98,120.61,SEVERELY_DELAYED
DEL0017817,ORD0017817,84.58,MEDIUM,144.99,187.6,DELAYED
DEL0017818,ORD0017818,38.31,MEDIUM,65.67,70.08,ON_TIME
DEL0017819,ORD0017819,123.04,LOW,210.93,204.65,ON_TIME
DEL0017820,ORD0017820,29.0,HIGH,49.71,95.3,SEVERELY_DELAYED
DEL0017821,ORD0017821,41.85,MEDIUM,71.74,95.68,DELAYED
DEL0017822,ORD0017822,111.94,LOW,191.9,179.81,ON_TIME
DEL0017823,ORD0017823,39.49,SEVERE,67.7,129.3,SEVERELY_DELAYED
DEL0017824,ORD0017824,80.86,HIGH,138.62,195.96,DELAYED
DEL0017825,ORD0017825,30.87,HIGH,52.92,73.87,DELAYED
DEL0017826,ORD0017826,61.71,MEDIUM,105.79,148.25,DELAYED
DEL0017827,ORD0017827,30.8,MEDIUM,52.8,72.48,DELAYED
DEL0017828,ORD0017828,55.48,HIGH,95.11,145.04,SEVERELY_DELAYED
DEL0017829,ORD0017829,36.4,LOW,62.4,56.85,ON_TIME
DEL0017830,ORD0017830,29.8,HIGH,51.09,74.19,DELAYED
DEL0017831,ORD0017831,133.41,MEDIUM,228.7,318.34,DELAYED
DEL0017832,ORD0017832,57.13,MEDIUM,97.94,122.94,DELAYED
DEL0017833,ORD0017833,4.87,MEDIUM,8.35,11.34,DELAYED
DEL0017834,ORD0017834,95.94,SEVERE,164.47,308.56,SEVERELY_DELAYED
DEL0017835,ORD0017835,63.32,MEDIUM,108.55,150.41,DELAYED
DEL0017836,ORD0017836,108.1,LOW,185.31,207.69,ON_TIME
DEL0017837,ORD0017837,62.96,HIGH,107.93,166.4,SEVERELY_DELAYED
DEL0017838,ORD0017838,31.39,SEVERE,53.81,136.74,SEVERELY_DELAYED
DEL0017839,ORD0017839,25.38,HIGH,43.51,83.03,SEVERELY_DELAYED
DEL0017840,ORD0017840,75.73,MEDIUM,129.82,174.34,DELAYED
DEL0017841,ORD0017841,16.51,MEDIUM,28.3,40.9,DELAYED
DEL0017842,ORD0017842,12.5,HIGH,21.43,36.02,SEVERELY_DELAYED
DEL0017843,ORD0017843,26.52,LOW,45.46,38.81,ON_TIME
DEL0017844,ORD0017844,41.27,LOW,70.75,76.35,ON_TIME
DEL0017845,ORD0017845,20.49,SEVERE,35.13,78.57,SEVERELY_DELAYED
DEL0017846,ORD0017846,109.59,LOW,187.87,180.37,ON_TIME
DEL0017847,ORD0017847,18.86,LOW,32.33,27.54,ON_TIME
DEL0017848,ORD0017848,40.33,HIGH,69.14,115.28,SEVERELY_DELAYED
DEL0017849,ORD0017849,54.23,LOW,92.97,97.92,ON_TIME
DEL0017850,ORD0017850,71.49,MEDIUM,122.55,142.59,DELAYED
DEL0017851,ORD0017851,81.55,MEDIUM,139.8,204.34,DELAYED
DEL0017852,ORD0017852,45.72,LOW,78.38,85.92,ON_TIME
DEL0017853,ORD0017853,213.6,HIGH,366.17,650.6,SEVERELY_DELAYED
DEL0017854,ORD0017854,31.05,MEDIUM,53.23,78.62,DELAYED
DEL0017855,ORD0017855,73.49,LOW,125.98,128.29,ON_TIME
DEL0017856,ORD0017856,80.04,HIGH,137.21,187.53,DELAYED
DEL0017857,ORD0017857,48.73,LOW,83.54,92.33,ON_TIME
DEL0017858,ORD0017858,45.66,HIGH,78.27,129.65,SEVERELY_DELAYED
DEL0017859,ORD0017859,34.7,SEVERE,59.49,156.56,SEVERELY_DELAYED
DEL0017860,ORD0017860,75.07,SEVERE,128.69,282.04,SEVERELY_DELAYED
DEL0017861,ORD0017861,76.02,SEVERE,130.32,258.37,SEVERELY_DELAYED
DEL0017862,ORD0017862,54.32,HIGH,93.12,126.67,DELAYED
DEL0017863,ORD0017863,52.55,MEDIUM,90.09,108.09,DELAYED
DEL0017864,ORD0017864,56.39,LOW,96.67,114.25,DELAYED
DEL0017865,ORD0017865,59.53,SEVERE,102.05,263.53,SEVERELY_DELAYED
DEL0017866,ORD0017866,99.8,HIGH,171.09,321.01,SEVERELY_DELAYED
DEL0017867,ORD0017867,72.91,LOW,124.99,126.27,ON_TIME
DEL0017868,ORD0017868,71.99,MEDIUM,123.41,162.58,DELAYED
DEL0017869,ORD0017869,14.03,MEDIUM,24.05,30.24,DELAYED
DEL0017870,ORD0017870,37.8,MEDIUM,64.8,73.69,ON_TIME
DEL0017871,ORD0017871,53.44,MEDIUM,91.61,116.81,DELAYED
DEL0017872,ORD0017872,87.87,MEDIUM,150.63,192.34,DELAYED
DEL0017873,ORD0017873,26.64,MEDIUM,45.67,50.77,ON_TIME
DEL0017874,ORD0017874,88.61,MEDIUM,151.9,210.58,DELAYED
DEL0017875,ORD0017875,23.85,MEDIUM,40.89,45.44,ON_TIME
DEL0017876,ORD0017876,12.45,SEVERE,21.34,44.05,SEVERELY_DELAYED
DEL0017877,ORD0017877,82.85,SEVERE,142.03,365.21,SEVERELY_DELAYED
DEL0017878,ORD0017878,25.72,MEDIUM,44.09,50.36,ON_TIME
DEL0017879,ORD0017879,66.74,MEDIUM,114.41,123.53,ON_TIME
DEL0017880,ORD0017880,144.01,LOW,246.87,286.24,DELAYED
DEL0017881,ORD0017881,64.36,MEDIUM,110.33,119.77,ON_TIME
DEL0017882,ORD0017882,82.71,MEDIUM,141.79,208.05,DELAYED
DEL0017883,ORD0017883,80.43,MEDIUM,137.88,151.91,ON_TIME
DEL0017884,ORD0017884,85.1,LOW,145.89,158.15,ON_TIME
DEL0017885,ORD0017885,72.87,MEDIUM,124.92,141.36,ON_TIME
DEL0017886,ORD0017886,50.99,HIGH,87.41,131.58,SEVERELY_DELAYED
DEL0017887,ORD0017887,71.75,LOW,123.0,126.64,ON_TIME
DEL0017888,ORD0017888,45.62,MEDIUM,78.21,106.01,DELAYED
DEL0017889,ORD0017889,44.08,HIGH,75.57,139.55,SEVERELY_DELAYED
DEL0017890,ORD0017890,86.87,MEDIUM,148.92,207.96,DELAYED
DEL0017891,ORD0017891,46.97,MEDIUM,80.52,109.6,DELAYED
DEL0017892,ORD0017892,25.13,HIGH,43.08,66.93,SEVERELY_DELAYED
DEL0017893,ORD0017893,36.5,MEDIUM,62.57,87.46,DELAYED
DEL0017894,ORD0017894,42.91,HIGH,73.56,130.3,SEVERELY_DELAYED
DEL0017895,ORD0017895,47.67,LOW,81.72,71.83,ON_TIME
DEL0017896,ORD0017896,77.71,MEDIUM,133.22,163.65,DELAYED
DEL0017897,ORD0017897,62.64,HIGH,107.38,164.33,SEVERELY_DELAYED
DEL0017898,ORD0017898,45.32,LOW,77.69,75.92,ON_TIME
DEL0017899,ORD0017899,102.33,HIGH,175.42,252.58,DELAYED
DEL0017900,ORD0017900,37.74,MEDIUM,64.7,88.51,DELAYED
DEL0017901,ORD0017901,39.92,LOW,68.43,65.57,ON_TIME
DEL0017902,ORD0017902,178.03,SEVERE,305.19,753.88,SEVERELY_DELAYED
DEL0017903,ORD0017903,39.73,MEDIUM,68.11,101.82,DELAYED
DEL0017904,ORD0017904,20.93,LOW,35.88,30.79,ON_TIME
DEL0017905,ORD0017905,125.56,MEDIUM,215.25,319.56,DELAYED
DEL0017906,ORD0017906,10.74,MEDIUM,18.41,23.97,DELAYED
DEL0017907,ORD0017907,34.7,SEVERE,59.49,136.38,SEVERELY_DELAYED
DEL0017908,ORD0017908,12.99,SEVERE,22.27,53.43,SEVERELY_DELAYED
DEL0017909,ORD0017909,16.9,HIGH,28.97,54.01,SEVERELY_DELAYED
DEL0017910,ORD0017910,112.61,LOW,193.05,174.01,ON_TIME
DEL0017911,ORD0017911,71.05,HIGH,121.8,219.24,SEVERELY_DELAYED
DEL0017912,ORD0017912,87.77,LOW,150.46,132.32,ON_TIME
DEL0017913,ORD0017913,87.19,LOW,149.47,134.48,ON_TIME
DEL0017914,ORD0017914,37.16,MEDIUM,63.7,79.23,DELAYED
DEL0017915,ORD0017915,47.01,HIGH,80.59,140.38,SEVERELY_DELAYED
DEL0017916,ORD0017916,27.3,LOW,46.8,41.16,ON_TIME
DEL0017917,ORD0017917,65.29,MEDIUM,111.93,122.5,ON_TIME
DEL0017918,ORD0017918,17.82,MEDIUM,30.55,41.13,DELAYED
DEL0017919,ORD0017919,69.7,MEDIUM,119.49,143.63,DELAYED
DEL0017920,ORD0017920,45.71,MEDIUM,78.36,96.85,DELAYED
DEL0017921,ORD0017921,41.4,MEDIUM,70.97,100.47,DELAYED
DEL0017922,ORD0017922,38.89,MEDIUM,66.67,90.42,DELAYED
DEL0017923,ORD0017923,146.22,SEVERE,250.66,522.0,SEVERELY_DELAYED
DEL0017924,ORD0017924,12.59,MEDIUM,21.58,29.04,DELAYED
DEL0017925,ORD0017925,96.34,HIGH,165.15,297.52,SEVERELY_DELAYED
DEL0017926,ORD0017926,67.34,MEDIUM,115.44,168.59,DELAYED
DEL0017927,ORD0017927,41.56,LOW,71.25,81.65,ON_TIME
DEL0017928,ORD0017928,52.46,MEDIUM,89.93,119.97,DELAYED
DEL0017929,ORD0017929,49.88,LOW,85.51,74.14,ON_TIME
DEL0017930,ORD0017930,53.5,HIGH,91.71,158.94,SEVERELY_DELAYED
DEL0017931,ORD0017931,7.88,LOW,13.51,15.15,ON_TIME
DEL0017932,ORD0017932,91.14,HIGH,156.24,241.89,SEVERELY_DELAYED
DEL0017933,ORD0017933,23.5,SEVERE,40.29,89.62,SEVERELY_DELAYED
DEL0017934,ORD0017934,25.24,MEDIUM,43.27,64.78,DELAYED
DEL0017935,ORD0017935,56.67,HIGH,97.15,165.14,SEVERELY_DELAYED
DEL0017936,ORD0017936,77.84,MEDIUM,133.44,156.2,DELAYED
DEL0017937,ORD0017937,113.47,MEDIUM,194.52,247.83,DELAYED
DEL0017938,ORD0017938,73.47,LOW,125.95,126.55,ON_TIME
DEL0017939,ORD0017939,77.25,MEDIUM,132.43,175.97,DELAYED
DEL0017940,ORD0017940,93.2,HIGH,159.77,251.82,SEVERELY_DELAYED
DEL0017941,ORD0017941,50.95,HIGH,87.34,162.39,SEVERELY_DELAYED
DEL0017942,ORD0017942,71.18,LOW,122.02,110.83,ON_TIME
DEL0017943,ORD0017943,98.26,HIGH,168.45,264.22,SEVERELY_DELAYED
DEL0017944,ORD0017944,46.84,LOW,80.3,75.88,ON_TIME
DEL0017945,ORD0017945,99.85,MEDIUM,171.17,245.1,DELAYED
DEL0017946,ORD0017946,77.67,HIGH,133.15,196.1,DELAYED
DEL0017947,ORD0017947,41.42,MEDIUM,71.01,101.22,DELAYED
DEL0017948,ORD0017948,13.07,LOW,22.41,21.38,ON_TIME
DEL0017949,ORD0017949,103.75,HIGH,177.86,276.3,SEVERELY_DELAYED
DEL0017950,ORD0017950,61.71,MEDIUM,105.79,115.7,ON_TIME
DEL0017951,ORD0017951,23.39,HIGH,40.1,63.42,SEVERELY_DELAYED
DEL0017952,ORD0017952,67.41,HIGH,115.56,200.91,SEVERELY_DELAYED
DEL0017953,ORD0017953,73.31,MEDIUM,125.67,142.22,ON_TIME
DEL0017954,ORD0017954,86.6,LOW,148.46,130.84,ON_TIME
DEL0017955,ORD0017955,51.15,MEDIUM,87.69,108.21,DELAYED
DEL0017956,ORD0017956,70.59,LOW,121.01,128.41,ON_TIME
DEL0017957,ORD0017957,16.39,HIGH,28.1,49.39,SEVERELY_DELAYED
DEL0017958,ORD0017958,63.67,MEDIUM,109.15,137.75,DELAYED
DEL0017959,ORD0017959,20.28,SEVERE,34.77,72.97,SEVERELY_DELAYED
DEL0017960,ORD0017960,81.31,MEDIUM,139.39,177.31,DELAYED
DEL0017961,ORD0017961,124.72,MEDIUM,213.81,317.12,DELAYED
DEL0017962,ORD0017962,13.65,HIGH,23.4,33.83,DELAYED
DEL0017963,ORD0017963,24.5,MEDIUM,42.0,62.3,DELAYED
DEL0017964,ORD0017964,89.18,LOW,152.88,155.35,ON_TIME
DEL0017965,ORD0017965,36.05,HIGH,61.8,88.96,DELAYED
DEL0017966,ORD0017966,45.9,HIGH,78.69,149.29,SEVERELY_DELAYED
DEL0017967,ORD0017967,115.09,HIGH,197.3,326.91,SEVERELY_DELAYED
DEL0017968,ORD0017968,34.89,MEDIUM,59.81,69.14,DELAYED
DEL0017969,ORD0017969,50.78,LOW,87.05,103.1,DELAYED
DEL0017970,ORD0017970,43.53,HIGH,74.62,135.59,SEVERELY_DELAYED
DEL0017971,ORD0017971,43.5,MEDIUM,74.57,83.88,ON_TIME
DEL0017972,ORD0017972,45.22,SEVERE,77.52,202.26,SEVERELY_DELAYED
DEL0017973,ORD0017973,85.96,MEDIUM,147.36,179.73,DELAYED
DEL0017974,ORD0017974,45.1,LOW,77.31,72.57,ON_TIME
DEL0017975,ORD0017975,51.41,SEVERE,88.13,228.45,SEVERELY_DELAYED
DEL0017976,ORD0017976,16.34,HIGH,28.01,53.1,SEVERELY_DELAYED
DEL0017977,ORD0017977,52.5,LOW,90.0,93.76,ON_TIME
DEL0017978,ORD0017978,96.96,HIGH,166.22,234.5,DELAYED
DEL0017979,ORD0017979,75.91,MEDIUM,130.13,172.31,DELAYED
DEL0017980,ORD0017980,68.93,LOW,118.17,127.58,ON_TIME
DEL0017981,ORD0017981,86.82,SEVERE,148.83,333.43,SEVERELY_DELAYED
DEL0017982,ORD0017982,58.61,HIGH,100.47,191.8,SEVERELY_DELAYED
DEL0017983,ORD0017983,37.52,HIGH,64.32,110.86,SEVERELY_DELAYED
DEL0017984,ORD0017984,37.2,HIGH,63.77,114.73,SEVERELY_DELAYED
DEL0017985,ORD0017985,38.41,SEVERE,65.85,146.25,SEVERELY_DELAYED
DEL0017986,ORD0017986,53.45,HIGH,91.63,164.78,SEVERELY_DELAYED
DEL0017987,ORD0017987,46.57,LOW,79.83,70.1,ON_TIME
DEL0017988,ORD0017988,42.38,MEDIUM,72.65,107.16,DELAYED
DEL0017989,ORD0017989,63.75,MEDIUM,109.29,152.83,DELAYED
DEL0017990,ORD0017990,26.02,SEVERE,44.61,97.06,SEVERELY_DELAYED
DEL0017991,ORD0017991,28.15,HIGH,48.26,69.87,DELAYED
DEL0017992,ORD0017992,40.5,MEDIUM,69.43,98.84,DELAYED
DEL0017993,ORD0017993,28.72,LOW,49.23,56.45,ON_TIME
DEL0017994,ORD0017994,69.03,MEDIUM,118.34,135.88,ON_TIME
DEL0017995,ORD0017995,121.06,HIGH,207.53,308.38,DELAYED
DEL0017996,ORD0017996,64.32,HIGH,110.26,210.34,SEVERELY_DELAYED
DEL0017997,ORD0017997,94.67,MEDIUM,162.29,207.78,DELAYED
DEL0017998,ORD0017998,93.46,LOW,160.22,143.89,ON_TIME
DEL0017999,ORD0017999,50.45,MEDIUM,86.49,108.98,DELAYED
DEL0018000,ORD0018000,16.03,LOW,27.48,27.44,ON_TIME
DEL0018001,ORD0018001,64.1,MEDIUM,109.89,151.85,DELAYED
DEL0018002,ORD0018002,43.04,MEDIUM,73.78,82.1,ON_TIME
DEL0018003,ORD0018003,25.06,MEDIUM,42.96,49.09,ON_TIME
DEL0018004,ORD0018004,99.22,SEVERE,170.09,363.41,SEVERELY_DELAYED
DEL0018005,ORD0018005,36.85,MEDIUM,63.17,69.23,ON_TIME
DEL0018006,ORD0018006,107.08,LOW,183.57,198.42,ON_TIME
DEL0018007,ORD0018007,28.74,MEDIUM,49.27,64.26,DELAYED
DEL0018008,ORD0018008,59.1,MEDIUM,101.31,127.49,DELAYED
DEL0018009,ORD0018009,87.58,SEVERE,150.14,341.56,SEVERELY_DELAYED
